lat,lon,depth
52.2020833333333,-4.44791666666666,-20
52.2020833333333,-4.44374999999999,-20
52.2020833333333,-4.43958333333333,-22
52.2020833333333,-4.43541666666667,-20
52.2020833333333,-4.43125000000001,-19
52.2020833333333,-4.42708333333334,-19
52.2020833333333,-4.42291666666668,-17
52.2020833333333,-4.41874999999999,-17
52.2020833333333,-4.41458333333333,-16
52.2020833333333,-4.41041666666666,-15
52.2020833333333,-4.40625,-14
52.2020833333333,-4.40208333333334,-14
52.2020833333333,-4.39791666666667,-12
52.2020833333333,-4.39375000000001,-9
52.2020833333333,-4.38958333333335,90
52.2020833333333,-4.38541666666666,117
52.2020833333333,-4.38124999999999,132
52.2020833333333,-4.37708333333333,135
52.2020833333333,-4.37291666666667,132
52.2020833333333,-4.36875000000001,134
52.2020833333333,-4.36458333333334,141
52.2020833333333,-4.36041666666668,149
52.2020833333333,-4.35624999999999,155
52.2020833333333,-4.35208333333333,144
52.2020833333333,-4.34791666666666,106
52.2020833333333,-4.34375,95
52.2020833333333,-4.33958333333334,101
52.2020833333333,-4.33541666666667,101
52.2020833333333,-4.33125000000001,89
52.2020833333333,-4.32708333333335,71
52.2020833333333,-4.32291666666666,64
52.2020833333333,-4.31874999999999,69
52.2020833333333,-4.31458333333333,91
52.2020833333333,-4.31041666666667,111
52.2020833333333,-4.30625000000001,119
52.2020833333333,-4.30208333333334,118
52.20625,-4.44791666666666,-20
52.20625,-4.44374999999999,-21
52.20625,-4.43958333333333,-22
52.20625,-4.43541666666667,-21
52.20625,-4.43125000000001,-20
52.20625,-4.42708333333334,-20
52.20625,-4.42291666666668,-20
52.20625,-4.41874999999999,-19
52.20625,-4.41458333333333,-18
52.20625,-4.41041666666666,-17
52.20625,-4.40625,-16
52.20625,-4.40208333333334,-15
52.20625,-4.39791666666667,-16
52.20625,-4.39375000000001,-15
52.20625,-4.38958333333335,-9
52.20625,-4.38541666666666,59
52.20625,-4.38124999999999,85
52.20625,-4.37708333333333,106
52.20625,-4.37291666666667,116
52.20625,-4.36875000000001,123
52.20625,-4.36458333333334,126
52.20625,-4.36041666666668,123
52.20625,-4.35624999999999,124
52.20625,-4.35208333333333,112
52.20625,-4.34791666666666,74
52.20625,-4.34375,60
52.20625,-4.33958333333334,72
52.20625,-4.33541666666667,82
52.20625,-4.33125000000001,59
52.20625,-4.32708333333335,49
52.20625,-4.32291666666666,67
52.20625,-4.31874999999999,89
52.20625,-4.31458333333333,108
52.20625,-4.31041666666667,120
52.20625,-4.30625000000001,124
52.20625,-4.30208333333334,118
52.2104166666667,-4.44791666666666,-20
52.2104166666667,-4.44374999999999,-20
52.2104166666667,-4.43958333333333,-21
52.2104166666667,-4.43541666666667,-20
52.2104166666667,-4.43125000000001,-22
52.2104166666667,-4.42708333333334,-22
52.2104166666667,-4.42291666666668,-21
52.2104166666667,-4.41874999999999,-20
52.2104166666667,-4.41458333333333,-20
52.2104166666667,-4.41041666666666,-19
52.2104166666667,-4.40625,-18
52.2104166666667,-4.40208333333334,-17
52.2104166666667,-4.39791666666667,-17
52.2104166666667,-4.39375000000001,-17
52.2104166666667,-4.38958333333335,-16
52.2104166666667,-4.38541666666666,-15
52.2104166666667,-4.38124999999999,53
52.2104166666667,-4.37708333333333,88
52.2104166666667,-4.37291666666667,100
52.2104166666667,-4.36875000000001,102
52.2104166666667,-4.36458333333334,97
52.2104166666667,-4.36041666666668,78
52.2104166666667,-4.35624999999999,61
52.2104166666667,-4.35208333333333,34
52.2104166666667,-4.34791666666666,29
52.2104166666667,-4.34375,26
52.2104166666667,-4.33958333333334,29
52.2104166666667,-4.33541666666667,30
52.2104166666667,-4.33125000000001,33
52.2104166666667,-4.32708333333335,52
52.2104166666667,-4.32291666666666,92
52.2104166666667,-4.31874999999999,121
52.2104166666667,-4.31458333333333,129
52.2104166666667,-4.31041666666667,128
52.2104166666667,-4.30625000000001,124
52.2104166666667,-4.30208333333334,117
52.2145833333333,-4.44791666666666,-20
52.2145833333333,-4.44374999999999,-20
52.2145833333333,-4.43958333333333,-20
52.2145833333333,-4.43541666666667,-20
52.2145833333333,-4.43125000000001,-22
52.2145833333333,-4.42708333333334,-24
52.2145833333333,-4.42291666666668,-24
52.2145833333333,-4.41874999999999,-24
52.2145833333333,-4.41458333333333,-22
52.2145833333333,-4.41041666666666,-22
52.2145833333333,-4.40625,-20
52.2145833333333,-4.40208333333334,-19
52.2145833333333,-4.39791666666667,-18
52.2145833333333,-4.39375000000001,-18
52.2145833333333,-4.38958333333335,-18
52.2145833333333,-4.38541666666666,-17
52.2145833333333,-4.38124999999999,-16
52.2145833333333,-4.37708333333333,-14
52.2145833333333,-4.37291666666667,91
52.2145833333333,-4.36875000000001,90
52.2145833333333,-4.36458333333334,69
52.2145833333333,-4.36041666666668,44
52.2145833333333,-4.35624999999999,7
52.2145833333333,-4.35208333333333,3
52.2145833333333,-4.34791666666666,0
52.2145833333333,-4.34375,-5
52.2145833333333,-4.33958333333334,3
52.2145833333333,-4.33541666666667,10
52.2145833333333,-4.33125000000001,13
52.2145833333333,-4.32708333333335,15
52.2145833333333,-4.32291666666666,19
52.2145833333333,-4.31874999999999,80
52.2145833333333,-4.31458333333333,110
52.2145833333333,-4.31041666666667,113
52.2145833333333,-4.30625000000001,106
52.2145833333333,-4.30208333333334,102
52.21875,-4.44791666666666,-20
52.21875,-4.44374999999999,-21
52.21875,-4.43958333333333,-22
52.21875,-4.43541666666667,-22
52.21875,-4.43125000000001,-21
52.21875,-4.42708333333334,-22
52.21875,-4.42291666666668,-24
52.21875,-4.41874999999999,-24
52.21875,-4.41458333333333,-24
52.21875,-4.41041666666666,-23
52.21875,-4.40625,-22
52.21875,-4.40208333333334,-21
52.21875,-4.39791666666667,-20
52.21875,-4.39375000000001,-20
52.21875,-4.38958333333335,-19
52.21875,-4.38541666666666,-18
52.21875,-4.38124999999999,-18
52.21875,-4.37708333333333,-17
52.21875,-4.37291666666667,-17
52.21875,-4.36875000000001,-15
52.21875,-4.36458333333334,-11
52.21875,-4.36041666666668,0
52.21875,-4.35624999999999,-14
52.21875,-4.35208333333333,-16
52.21875,-4.34791666666666,-17
52.21875,-4.34375,-17
52.21875,-4.33958333333334,-10
52.21875,-4.33541666666667,-4
52.21875,-4.33125000000001,-2
52.21875,-4.32708333333335,-1
52.21875,-4.32291666666666,2
52.21875,-4.31874999999999,11
52.21875,-4.31458333333333,20
52.21875,-4.31041666666667,80
52.21875,-4.30625000000001,79
52.21875,-4.30208333333334,74
52.2229166666667,-4.44791666666666,-20
52.2229166666667,-4.44374999999999,-21
52.2229166666667,-4.43958333333333,-21
52.2229166666667,-4.43541666666667,-21
52.2229166666667,-4.43125000000001,-21
52.2229166666667,-4.42708333333334,-24
52.2229166666667,-4.42291666666668,-25
52.2229166666667,-4.41874999999999,-25
52.2229166666667,-4.41458333333333,-24
52.2229166666667,-4.41041666666666,-25
52.2229166666667,-4.40625,-25
52.2229166666667,-4.40208333333334,-24
52.2229166666667,-4.39791666666667,-24
52.2229166666667,-4.39375000000001,-22
52.2229166666667,-4.38958333333335,-21
52.2229166666667,-4.38541666666666,-19
52.2229166666667,-4.38124999999999,-19
52.2229166666667,-4.37708333333333,-19
52.2229166666667,-4.37291666666667,-19
52.2229166666667,-4.36875000000001,-18
52.2229166666667,-4.36458333333334,-11
52.2229166666667,-4.36041666666668,-11
52.2229166666667,-4.35624999999999,-12
52.2229166666667,-4.35208333333333,-11
52.2229166666667,-4.34791666666666,-11
52.2229166666667,-4.34375,-10
52.2229166666667,-4.33958333333334,-15
52.2229166666667,-4.33541666666667,-10
52.2229166666667,-4.33125000000001,-8
52.2229166666667,-4.32708333333335,-8
52.2229166666667,-4.32291666666666,-9
52.2229166666667,-4.31874999999999,-6
52.2229166666667,-4.31458333333333,-6
52.2229166666667,-4.31041666666667,-6
52.2229166666667,-4.30625000000001,-4
52.2229166666667,-4.30208333333334,53
52.2270833333333,-4.44791666666666,-22
52.2270833333333,-4.44374999999999,-22
52.2270833333333,-4.43958333333333,-22
52.2270833333333,-4.43541666666667,-23
52.2270833333333,-4.43125000000001,-24
52.2270833333333,-4.42708333333334,-24
52.2270833333333,-4.42291666666668,-25
52.2270833333333,-4.41874999999999,-26
52.2270833333333,-4.41458333333333,-25
52.2270833333333,-4.41041666666666,-26
52.2270833333333,-4.40625,-27
52.2270833333333,-4.40208333333334,-27
52.2270833333333,-4.39791666666667,-25
52.2270833333333,-4.39375000000001,-25
52.2270833333333,-4.38958333333335,-23
52.2270833333333,-4.38541666666666,-23
52.2270833333333,-4.38124999999999,-23
52.2270833333333,-4.37708333333333,-20
52.2270833333333,-4.37291666666667,-20
52.2270833333333,-4.36875000000001,-19
52.2270833333333,-4.36458333333334,-18
52.2270833333333,-4.36041666666668,-12
52.2270833333333,-4.35624999999999,-17
52.2270833333333,-4.35208333333333,-14
52.2270833333333,-4.34791666666666,-13
52.2270833333333,-4.34375,-11
52.2270833333333,-4.33958333333334,-11
52.2270833333333,-4.33541666666667,-11
52.2270833333333,-4.33125000000001,-12
52.2270833333333,-4.32708333333335,-12
52.2270833333333,-4.32291666666666,-11
52.2270833333333,-4.31874999999999,-9
52.2270833333333,-4.31458333333333,-9
52.2270833333333,-4.31041666666667,-7
52.2270833333333,-4.30625000000001,-6
52.2270833333333,-4.30208333333334,-6
52.23125,-4.44791666666666,-19
52.23125,-4.44374999999999,-19
52.23125,-4.43958333333333,-19
52.23125,-4.43541666666667,-20
52.23125,-4.43125000000001,-20
52.23125,-4.42708333333334,-21
52.23125,-4.42291666666668,-22
52.23125,-4.41874999999999,-23
52.23125,-4.41458333333333,-24
52.23125,-4.41041666666666,-27
52.23125,-4.40625,-27
52.23125,-4.40208333333334,-27
52.23125,-4.39791666666667,-28
52.23125,-4.39375000000001,-27
52.23125,-4.38958333333335,-26
52.23125,-4.38541666666666,-25
52.23125,-4.38124999999999,-24
52.23125,-4.37708333333333,-25
52.23125,-4.37291666666667,-23
52.23125,-4.36875000000001,-21
52.23125,-4.36458333333334,-14
52.23125,-4.36041666666668,-20
52.23125,-4.35624999999999,-19
52.23125,-4.35208333333333,-17
52.23125,-4.34791666666666,-18
52.23125,-4.34375,-16
52.23125,-4.33958333333334,-16
52.23125,-4.33541666666667,-14
52.23125,-4.33125000000001,-15
52.23125,-4.32708333333335,-13
52.23125,-4.32291666666666,-13
52.23125,-4.31874999999999,-13
52.23125,-4.31458333333333,-12
52.23125,-4.31041666666667,-11
52.23125,-4.30625000000001,-8
52.23125,-4.30208333333334,-9
52.2354166666667,-4.44791666666666,-19
52.2354166666667,-4.44374999999999,-19
52.2354166666667,-4.43958333333333,-19
52.2354166666667,-4.43541666666667,-19
52.2354166666667,-4.43125000000001,-19
52.2354166666667,-4.42708333333334,-21
52.2354166666667,-4.42291666666668,-22
52.2354166666667,-4.41874999999999,-22
52.2354166666667,-4.41458333333333,-22
52.2354166666667,-4.41041666666666,-24
52.2354166666667,-4.40625,-26
52.2354166666667,-4.40208333333334,-27
52.2354166666667,-4.39791666666667,-26
52.2354166666667,-4.39375000000001,-26
52.2354166666667,-4.38958333333335,-27
52.2354166666667,-4.38541666666666,-27
52.2354166666667,-4.38124999999999,-27
52.2354166666667,-4.37708333333333,-25
52.2354166666667,-4.37291666666667,-24
52.2354166666667,-4.36875000000001,-24
52.2354166666667,-4.36458333333334,-23
52.2354166666667,-4.36041666666668,-21
52.2354166666667,-4.35624999999999,-21
52.2354166666667,-4.35208333333333,-20
52.2354166666667,-4.34791666666666,-18
52.2354166666667,-4.34375,-18
52.2354166666667,-4.33958333333334,-18
52.2354166666667,-4.33541666666667,-17
52.2354166666667,-4.33125000000001,-16
52.2354166666667,-4.32708333333335,-16
52.2354166666667,-4.32291666666666,-15
52.2354166666667,-4.31874999999999,-15
52.2354166666667,-4.31458333333333,-15
52.2354166666667,-4.31041666666667,-14
52.2354166666667,-4.30625000000001,-12
52.2354166666667,-4.30208333333334,-12
52.2395833333333,-4.44791666666666,-19
52.2395833333333,-4.44374999999999,-19
52.2395833333333,-4.43958333333333,-19
52.2395833333333,-4.43541666666667,-19
52.2395833333333,-4.43125000000001,-21
52.2395833333333,-4.42708333333334,-22
52.2395833333333,-4.42291666666668,-20
52.2395833333333,-4.41874999999999,-22
52.2395833333333,-4.41458333333333,-22
52.2395833333333,-4.41041666666666,-23
52.2395833333333,-4.40625,-24
52.2395833333333,-4.40208333333334,-24
52.2395833333333,-4.39791666666667,-26
52.2395833333333,-4.39375000000001,-26
52.2395833333333,-4.38958333333335,-26
52.2395833333333,-4.38541666666666,-27
52.2395833333333,-4.38124999999999,-26
52.2395833333333,-4.37708333333333,-26
52.2395833333333,-4.37291666666667,-25
52.2395833333333,-4.36875000000001,-25
52.2395833333333,-4.36458333333334,-24
52.2395833333333,-4.36041666666668,-24
52.2395833333333,-4.35624999999999,-23
52.2395833333333,-4.35208333333333,-22
52.2395833333333,-4.34791666666666,-21
52.2395833333333,-4.34375,-20
52.2395833333333,-4.33958333333334,-20
52.2395833333333,-4.33541666666667,-19
52.2395833333333,-4.33125000000001,-19
52.2395833333333,-4.32708333333335,-18
52.2395833333333,-4.32291666666666,-17
52.2395833333333,-4.31874999999999,-17
52.2395833333333,-4.31458333333333,-16
52.2395833333333,-4.31041666666667,-15
52.2395833333333,-4.30625000000001,-15
52.2395833333333,-4.30208333333334,-14
52.24375,-4.44791666666666,-20
52.24375,-4.44374999999999,-20
52.24375,-4.43958333333333,-19
52.24375,-4.43541666666667,-19
52.24375,-4.43125000000001,-21
52.24375,-4.42708333333334,-20
52.24375,-4.42291666666668,-23
52.24375,-4.41874999999999,-22
52.24375,-4.41458333333333,-21
52.24375,-4.41041666666666,-21
52.24375,-4.40625,-22
52.24375,-4.40208333333334,-23
52.24375,-4.39791666666667,-24
52.24375,-4.39375000000001,-25
52.24375,-4.38958333333335,-26
52.24375,-4.38541666666666,-26
52.24375,-4.38124999999999,-26
52.24375,-4.37708333333333,-25
52.24375,-4.37291666666667,-24
52.24375,-4.36875000000001,-25
52.24375,-4.36458333333334,-23
52.24375,-4.36041666666668,-23
52.24375,-4.35624999999999,-24
52.24375,-4.35208333333333,-22
52.24375,-4.34791666666666,-22
52.24375,-4.34375,-22
52.24375,-4.33958333333334,-20
52.24375,-4.33541666666667,-20
52.24375,-4.33125000000001,-20
52.24375,-4.32708333333335,-20
52.24375,-4.32291666666666,-19
52.24375,-4.31874999999999,-18
52.24375,-4.31458333333333,-18
52.24375,-4.31041666666667,-17
52.24375,-4.30625000000001,-16
52.24375,-4.30208333333334,-16
52.2479166666667,-4.44791666666666,-20
52.2479166666667,-4.44374999999999,-19
52.2479166666667,-4.43958333333333,-19
52.2479166666667,-4.43541666666667,-19
52.2479166666667,-4.43125000000001,-19
52.2479166666667,-4.42708333333334,-19
52.2479166666667,-4.42291666666668,-20
52.2479166666667,-4.41874999999999,-21
52.2479166666667,-4.41458333333333,-20
52.2479166666667,-4.41041666666666,-20
52.2479166666667,-4.40625,-21
52.2479166666667,-4.40208333333334,-21
52.2479166666667,-4.39791666666667,-23
52.2479166666667,-4.39375000000001,-25
52.2479166666667,-4.38958333333335,-24
52.2479166666667,-4.38541666666666,-24
52.2479166666667,-4.38124999999999,-25
52.2479166666667,-4.37708333333333,-24
52.2479166666667,-4.37291666666667,-24
52.2479166666667,-4.36875000000001,-23
52.2479166666667,-4.36458333333334,-22
52.2479166666667,-4.36041666666668,-22
52.2479166666667,-4.35624999999999,-20
52.2479166666667,-4.35208333333333,-22
52.2479166666667,-4.34791666666666,-21
52.2479166666667,-4.34375,-22
52.2479166666667,-4.33958333333334,-22
52.2479166666667,-4.33541666666667,-22
52.2479166666667,-4.33125000000001,-21
52.2479166666667,-4.32708333333335,-20
52.2479166666667,-4.32291666666666,-20
52.2479166666667,-4.31874999999999,-20
52.2479166666667,-4.31458333333333,-19
52.2479166666667,-4.31041666666667,-18
52.2479166666667,-4.30625000000001,-18
52.2479166666667,-4.30208333333334,-17
